"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2011","Bulgaria","Males","Widowed persons","Total","Number",":",""
"2011","Bulgaria","Males","Divorced persons","Total","Number",":",""
"2011","Bulgaria","Females","Persons in registered partnership","Total","Number",":",""
"2011","Bulgaria","Females","Widowed persons","Total","Number",":",""
"2011","Bulgaria","Females","Divorced persons","Total","Number",":",""
"2011","Czechia","Total","Persons in registered partnership","Total","Number",":",""
"2011","Czechia","Total","Widowed persons","Total","Number","765,492",""
"2011","Czechia","Total","Divorced persons","Total","Number","1,086,763",""
"2011","Czechia","Males","Persons in registered partnership","Total","Number",":",""
"2011","Czechia","Males","Widowed persons","Total","Number","127,404",""
"2011","Czechia","Males","Divorced persons","Total","Number","479,473",""
"2011","Czechia","Females","Persons in registered partnership","Total","Number",":",""
"2011","Czechia","Females","Widowed persons","Total","Number","638,088",""
"2011","Czechia","Females","Divorced persons","Total","Number","607,290",""
"2011","Denmark","Total","Persons in registered partnership","Total","Number","8,799",""
"2011","Denmark","Total","Widowed persons","Total","Number",":",""
"2011","Denmark","Total","Divorced persons","Total","Number",":",""
"2011","Denmark","Males","Persons in registered partnership","Total","Number","4,258",""
"2011","Denmark","Males","Widowed persons","Total","Number",":",""
"2011","Denmark","Males","Divorced persons","Total","Number",":",""
"2011","Denmark","Females","Persons in registered partnership","Total","Number","4,541",""
"2011","Denmark","Females","Widowed persons","Total","Number",":",""
"2011","Denmark","Females","Divorced persons","Total","Number",":",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Persons in registered partnership","Total","Number",":",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Widowed persons","Total","Number","5,870,645",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Divorced persons","Total","Number","6,511,635",""
"2011","Germany (until 1990 former territory of the FRG)","Males","Persons in registered partnership","Total","Number",":",""
"2011","Germany (until 1990 former territory of the FRG)","Males","Widowed persons","Total","Number","1,163,853",""
"2011","Germany (until 1990 former territory of the FRG)","Males","Divorced persons","Total","Number","2,988,313",""
"2011","Germany (until 1990 former territory of the FRG)","Females","Persons in registered partnership","Total","Number",":",""
"2011","Germany (until 1990 former territory of the FRG)","Females","Widowed persons","Total","Number","4,706,792",""
"2011","Germany (until 1990 former territory of the FRG)","Females","Divorced persons","Total","Number","3,523,322",""
"2011","Germany including former GDR","Total","Persons in registered partnership","Total","Number",":",""
"2011","Germany including former GDR","Total","Widowed persons","Total","Number","5,870,645",""
"2011","Germany including former GDR","Total","Divorced persons","Total","Number","6,511,635",""
"2011","Germany including former GDR","Males","Persons in registered partnership","Total","Number",":",""
"2011","Germany including former GDR","Males","Widowed persons","Total","Number","1,163,853",""
"2011","Germany including former GDR","Males","Divorced persons","Total","Number","2,988,313",""
"2011","Germany including former GDR","Females","Persons in registered partnership","Total","Number",":",""
"2011","Germany including former GDR","Females","Widowed persons","Total","Number","4,706,792",""
"2011","Germany including former GDR","Females","Divorced persons","Total","Number","3,523,322",""
"2011","Estonia","Total","Persons in registered partnership","Total","Number",":",""
"2011","Estonia","Total","Widowed persons","Total","Number",":",""
"2011","Estonia","Total","Divorced persons","Total","Number",":",""
"2011","Estonia","Males","Persons in registered partnership","Total","Number",":",""
"2011","Estonia","Males","Widowed persons","Total","Number",":",""
"2011","Estonia","Males","Divorced persons","Total","Number",":",""
"2011","Estonia","Females","Persons in registered partnership","Total","Number",":",""
"2011","Estonia","Females","Widowed persons","Total","Number",":",""
"2011","Estonia","Females","Divorced persons","Total","Number",":",""
"2011","France","Total","Persons in registered partnership","Total","Number",":",""
"2011","France","Total","Widowed persons","Total","Number","3,628,867",""
"2011","France","Total","Divorced persons","Total","Number","3,994,419",""
"2011","France","Males","Persons in registered partnership","Total","Number",":",""
"2011","France","Males","Widowed persons","Total","Number","632,514",""
"2011","France","Males","Divorced persons","Total","Number","1,652,766",""
"2011","France","Females","Persons in registered partnership","Total","Number",":",""
"2011","France","Females","Widowed persons","Total","Number","2,996,353",""
"2011","France","Females","Divorced persons","Total","Number","2,341,653",""
"2011","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2011","France (metropolitan)","Total","Widowed persons","Total","Number","3,565,142",""
"2011","France (metropolitan)","Total","Divorced persons","Total","Number","3,923,214",""
"2011","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2011","France (metropolitan)","Males","Widowed persons","Total","Number","620,735",""
"2011","France (metropolitan)","Males","Divorced persons","Total","Number","1,624,621",""
"2011","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2011","France (metropolitan)","Females","Widowed persons","Total","Number","2,944,407",""
"2011","France (metropolitan)","Females","Divorced persons","Total","Number","2,298,593",""
"2011","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2011","Italy","Total","Widowed persons","Total","Number","4,554,341",""
"2011","Italy","Total","Divorced persons","Total","Number","1,185,522",""
"2011","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2011","Italy","Males","Widowed persons","Total","Number","722,104",""
"2011","Italy","Males","Divorced persons","Total","Number","472,192",""
"2011","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2011","Italy","Females","Widowed persons","Total","Number","3,832,237",""
"2011","Italy","Females","Divorced persons","Total","Number","713,330",""
"2011","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2011","Latvia","Total","Widowed persons","Total","Number","185,293",""
"2011","Latvia","Total","Divorced persons","Total","Number","248,028",""
"2011","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2011","Latvia","Males","Widowed persons","Total","Number","26,823",""
"2011","Latvia","Males","Divorced persons","Total","Number","91,755",""
"2011","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2011","Latvia","Females","Widowed persons","Total","Number","158,470",""
"2011","Latvia","Females","Divorced persons","Total","Number","156,273",""
"2011","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2011","Lithuania","Total","Widowed persons","Total","Number","303,346",""
"2011","Lithuania","Total","Divorced persons","Total","Number","286,607",""
"2011","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2011","Lithuania","Males","Widowed persons","Total","Number","43,218",""
"2011","Lithuania","Males","Divorced persons","Total","Number","109,345",""
"2011","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2011","Lithuania","Females","Widowed persons","Total","Number","260,128",""
"2011","Lithuania","Females","Divorced persons","Total","Number","177,262",""
"2011","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2011","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2011","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2011","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2011","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2011","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2011","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2011","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2011","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2011","Hungary","Total","Persons in registered partnership","Total","Number","269",""
"2011","Hungary","Total","Widowed persons","Total","Number",":",""
"2011","Hungary","Total","Divorced persons","Total","Number",":",""
"2011","Hungary","Males","Persons in registered partnership","Total","Number","197",""
"2011","Hungary","Males","Widowed persons","Total","Number",":",""
"2011","Hungary","Males","Divorced persons","Total","Number",":",""
"2011","Hungary","Females","Persons in registered partnership","Total","Number","72",""
"2011","Hungary","Females","Widowed persons","Total","Number",":",""
"2011","Hungary","Females","Divorced persons","Total","Number",":",""
"2011","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2011","Malta","Total","Widowed persons","Total","Number",":",""
"2011","Malta","Total","Divorced persons","Total","Number",":",""
"2011","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2011","Malta","Males","Widowed persons","Total","Number",":",""
"2011","Malta","Males","Divorced persons","Total","Number",":",""
"2011","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2011","Malta","Females","Widowed persons","Total","Number",":",""
"2011","Malta","Females","Divorced persons","Total","Number",":",""
"2011","Netherlands","Total","Persons in registered partnership","Total","Number","115,007",""
"2011","Netherlands","Total","Widowed persons","Total","Number",":",""
"2011","Netherlands","Total","Divorced persons","Total","Number",":",""
"2011","Netherlands","Males","Persons in registered partnership","Total","Number","57,492",""
"2011","Netherlands","Males","Widowed persons","Total","Number",":",""
